headword,definition
شَرِيك,شُرَكَاءُ
شَرّ,أسوأ | ضد خير
شَرَّابَة,شَرَارِيب
شَرَّجَ,خاط خِياطةً مُتباعدةً
شَرْبَة,دَوَاء مُسَهِّل | جرعة
شَرْح,تعليق كتاب | تفسير | تفسير
شَرْخ,ريعان
شَرْشَف,طاولة | فراش | طاولةشَرَاشِفُ
شَرْط,شقّ | اشتراط | جملة شرطِيَّة | شُرُوط
شَرْطة,شحطة
شَرْعَة,وتر
شَرْم,شقّ | خليج
شَرْنَقَة,شَرَانِق
شَرْيَان,شَرَايِينُ
شَطَبَ,شقّ | حذف محا
شَطَرَ,قسم
شَطَط,تجاوز
شَطّ,شُطُوط شُطَّان
شَطْحَة,شَطَحَات
شَطْر,للشعر | تنصيف | نصف | للشعرأَشْطُر | شُطُور | تنصيف
شَطْرَ,باتجاه
شَظِيَّة,شَظَايَا
شَعانين,أحد
شَعريّة,تعريشة
شَعيلة,التفجير
شَعِير,نبات
شَعِيرَة,شَعَائِرُ
شَعْب,شُعُوب
شَعْر,مستعار
شَعْرَة,شَعَرَات
شَعْلَة,شُعَل
شَفَق,أَشْفَاق
شَفَهِيّ,للشفة
شَفَى,اِشْفِ
شَفِير,طرف
شَفِيع,قديس | شُفَعَاءُ
شَفْرَة,رموز | نصل
شَفْع,زوجي
شَقِيقَة,ألم رأس | أخت
شَقِيّ,شرير | يائس
شَقّ,صَدْع
شَقَّ,الطريق
شَقَّة,مسكن
شَقَّةمسكن,شِقَق
شَكَا,اُشْكُ
شَكَلَ,نَصّ
شَكَلَنَصّ,شَكْل
شَكّ,ريب
شَكْل,طراز | هيئة | رسم | هندسي | هندسيأَشْكَال
شَكْوَى,شَكَاوَى
شَلَّحَ,عَرَّى
شَمَار,نبات
شَمَال,ريح
شَمَخَ,عَلاَ اِرْتَفَعَ
شَمَطَ,خَلَطَ
شَمَم,تكبّر | علو | تكبّر
شَمَنْدَر,نبات
شَمِتَ في,شَمِتَ بـ
شَمِطَ,اختلط
شَمِيلَة,شَمَائِل
شَمَّاس,شمامسة
شَمَّامَة,شَمَّام
شَمْس,شُمُوس
شَمْعَة,شَمْع شُمُوع شَمَعَات
شَمْعِدَان,شَمْعِدَانَات
شَمْلَة,رداء واسع
شَنَاعَة,بشاعة | فحشاء
شَنِيع,شُنُع شَنَائِع
شَهَادَة,بيّنة | مَوْت في سبيل المَبْدَأ | علمية | علمية | بيّنة
شَهَب,لون
شَهِدَ,شُهُود شَهَادَة
شَهِقَ,الحمار
شَهِيد,شُهَدَاءُ
شَهِيق,نشيج | الحمار
شَهَّرَ,جعله معروفاً
شَهَّرَ بـ,فَضَحَ
شَهْر,أَشْهُر شُهُور
شَهْم,ذَكِيّ | شِهَام شُهُوم
شَهْوَة,شهية
شَولة,منقوطة | فاصلة | فاصلة
شَوْب,خلط
شَوْط,أَشْوَاط
شَوْق,خنين | اهتمام
شَوْكَة,شَوْك أَشْوَاك
شَيَّعَ,جنازَةَ فلان
شَيِّق,مشوّق | مُشْتاق | مشوّق
شَيْء,أَشْيَاءُ | لا شيء
شَيْب,شيخوخة | الشعر | الشعر
شَيْخ,سناتور | هرِم | لقب | زعيم | عَجُوز
شَيْطَان,شَيَاطِينُ
شَيْهم,حيوان شائك
شُبُك,غليون
شُبَّاك,شَبَابِيكُ
شُجَاع,شُجْعَان | نَشِط
شُحّ,قلة | بخل
شُذُوذ,شُذُوذ جِنْسِيّ
شُرُود,الذهن
شُرْبة,حَسَاء
شُرْبةحَسَاء,شُرَب
شُرْطِيّ,شُرْطَة
شُرْفَة,شرفَات
شُطْفَة,قطعة
شُطْفَةقطعة,شُطَف
شُعَاع,أَشِعَّة
شُعْبَة,شُعَب شِعَاب
شُغْل,يدوي | شاق | أَشْغال
شُفِيَ,يُشفَى
شُفْر,أَشْفَار
شُقَّة,مسافة
شُكْر,عيد
شُمرة,نبات
شُمُوخ,علو | تكبّر | تكبّر
شُمُول,إحاطة | تضمّن | شمولية | إحاطة | تضمّن
شُمْط,شَمْطَاء
شُهْرَة,اسم العائلة | صيت
شُونَة,شُوَن
شُوَاظ,لهب
شُيُوع,انتشار
شِبْر,أَشْبَار
شِبْل,ولد أسد | في الجيش
شِبْه,أَشْبَاه
شِتَاء,فصل الشتاء
شِجَار,ترباس | مشاجرة | ترباس
شِدق,فك سفلي
شِدَّة,قوة | صَلابة | ضيق
شِدَّةصَلابة,شِدَد
شِدَّةقوة,شِدَد
شِراك,شريط حذاء
شِرذمة,زمرة
شِرَاس,لزاق
شِرَاع,قِلْع | قِلْعأَشْرِعَة | شُرُع
شِرّة,نشاط
شِرْعَة,قانون
شِرْكَة,شَرِكَات
شِعَار,عبارة | علامة | عبارةشُعُر | أَشْعِرَة | شِعارَات | علامةشُعُر | أَشْعِرَة | شِعارَات
شِعْر,أَشْعَار
شِعْرَى,الشعرى اليمانية
شِفَاء,برء | علاج
شِفَة,شِفَاه شِفَاف
شِفَةشِفَاه شِفَاف,شَفَة
شِقّ,نصف
شِقَّة,نِصْفشِقَق | شِقَاق
شِكال,قيد
شِلن,وحدة نقدية
شِلّة,لفيفة
شِلْو,أشلاء
شِمَال,أَشْمُل شَمَائِل | أَشْمُل | شَمَائِل
شِهَاب,كوكب | نيزك
شِيرج,زيت سمسم
شِيعَة,طائفة | مذهب | أتباع | طائفةشِيَع | أَشْياع | أتباعشِيَع | أَشْياع
شِيق,سَمَك
شِيمَة,عادة
شِيمَةعادة,شِيَم
شِيَة,علامة | علامةشِيَات
شِيْد,جصّ
شُّدْفَة,قطعة
شُّدْفَةقطعة,شُدَف
شْٞ,حَمْل
ش٣إ,تباعاً
شٴ٨,٦ٯٵٲٴ٨
شٺـ,وَلَد
صابونيّ,صانعه
صاحب الأرض,أصحاب الأرض
صاحب السمو الملكي,الامير
صاحب الشأن,أصحاب الشأن
صاحب المصلحة,أصحاب المصلحة | أصحاب المصالح
صاحبة الملك,صاحبات الملك
صاد,حرف عربي
صارم,قُسَاة
صاعق,التفجير
صاعِدة,صواعد
صاغِر,ذليل
صافرة,آلة موسيقية
صاقُور,فأس
صامِد,مقاوم | ثابت | مقاوم
صانع القرار,صانعو القرار صناع القرار
صباغة,مَصَابِغُ
صحيفة يوميّة,صحف يوميّة
صخر ناري,صخور نارية
صداع نصفي,شقيقة
صدمة كهربيّة,صدمات كهربيّة
صر,سباحة الصّدر | سبح ضد التيار
صرعة,بدعة
صريح,مباشر
صريمة الجدي,نبات
صظ٢ِ٣,مهّد التربة
صعدة,طَلَعَات
صعيد مصر,مصر العليا
صفر,مرض
صفيحة دموية,صفائح دموية
صلاح الدين,أحد المحافظات العراقية
صليبيّ,صَلِيبِيَّة
صنائعيّ,عامل
صنبور,صنابير
صنج,صنوج
صندوق ائتماني,صناديق إئتمانية
صندوق استثمار مشترك,صناديق استثمار مشتركة
صندوق اقتراع,صناديق اقتراع
صنعاء,عاصمة اليمن
صنف,أَبْوَاب
صهريج,أَحْوَاض | صهاريج
صودا الغسيل,كربونات الصوديوم
صور,لبنان
صورة بلاغية,صور بلاغية
صورة مقرّبة,صور مقرّبة
صوفي,التصوف
صول,في السلم الموسيقى
صومعة غلال,صوامع غلال
صىّ,شَقِيق
صيغة المنادى,لغة
صينيّ,خزف
صًؾ,قَرَار
صَائِح,مَنْ يَصِيحُ
صَائِغ,صَاغَة
صَائِم,صَائِمُونَ صِيَام
صَاحٍ,صافي
صَاحَ,نادى | صرخ
صَاحِب,الفكرة | صديق | الجلالة | العمل | الشأن | رَفِيق | العملأَصْحَاب | صَحْب | صِحَاب | الشأن
صَادِر,كتاب | منبعث | منبعث
صَادِق,حقيقي | قَلْبِيّ | صريح | مُخْلِص | حقيقيصَوَادِقُ
صَادّ,رادّ
صَارٍ,صَوَارٍ الصَّواري
صَارُوخ,صَوَارِيخُ
صَارِخ,حادّ
صَارِم,حادّ | قاسٍ
صَاع,أَصْوُع
صَاعِقَة,صَوَاعِقُ
صَاغٍ,مُسْتَمِع
صَافٍ,نَقِيّ | ضد اجمالي | لاَ غَيْمَ فِيهِ
صَاقِع,كاذب
صَالَة,صَالات
صَالِح,جَيِّد | مستقيم | صَوَالِحُ | مؤهل | ملائم | ملائمصُلَحَاءُ
صَامِت,حرف | صَوَامِتُ
صَانِع,صُنَّاع
صَباً,صَبَوَات
صَبَابَة,عشق
صَبِيّ,صِبْيَان صُبْيَان صِبْيَة صَبَايَا
صَبِيَّة,صَبَايَا
صَبّ,عاشق | سكب
صَبَّ,سبك
صَبْر,جلد
صَحَابِيّ,صَحَابَة
صَحِيح,سليم | حقيقي | لغويّاً | عدد | مُعَافَى | لا شك فيه | مَضْبُوط | حقيقيأَصِحَّاءُ | صِحَاح
صَحِيفَة,ورقة | صُحُف | صُحُف
صَحَّ,كان حَقيقِيًّا | شُفِيَ
صَحْرَاء,صَحَارَى صَحَارٍ الصَّحَارِي صَحْراوات
صَحْن,صُحُون
صَحْو,يقظة | رشد
صَحْوَة,صَحَوَات
صَخْرَة,صَخْر صُخُور
صَدًى,أَصْدَاء
صَدَاق,صدق
صَدَد,خصوص | جانب | موضوع | موضوع
صَدَفة,صَدَف أَصْدَاف
صَدَقَ,قال الحقيقة
صَدُوق,صُدُق
صَدِيق,أَصْدِقَاءُ صَدِيقَات | أَصْدِقَاءُ | صَدِيقَات
صَدَّ عن,أعرض عن
صَدَّقَ,اعتبره صحيحاً
صَدْر,صُدُور | ثدي | مطلع بدء
صَدْريّة,للثدي
صَدْع,جيولوجيا
صَدْمَة,صَدْمَات
صَرَفَ,صَوَّتَ | الموظف | يصرف فعلاً
صَرِيع,صَرْعَى
صَرَّفَ,أنفق | الشعور | يصرف فعلاً
صَرْح,بناء
صَرْف,علم الصرف | من الخدمة
صَعَل,صِغر الرأس
صَعِيد,تُرَاب | مُسْتَوى
صَعَّرَ,أمال خَدَّه
صَعْب,صِعَاب
صَغِير,السن | الحجم | الحجمصِغَارأصغر
صَفَد,قيد
صَفَدقيد,أصفاد
صَفَر,مرض
صَفَعَ,لَطَمَ
صَفَن,للخصيتين
صَفِيحَة,صَفَائِحُ
صَفِيق,سميك | وقح
صَفّ,مدرسيّ | صُفُوف | رتل
صَفّارَة,صفافير
صَفَّ,رصف
صَفَّحَ,رقّق | طَلَى بـ
صَفْح,غفران
صَفْحَة,صَفَحَات
صَفْراء,في الكبد
صَفْصَاف,جنس من الأشجار
صَفْعَة,صَفْعَات
صَفْقَة,صَفَقَات
صَقِيل,صِقَال
صَقْر,صُقُور
صَكّ,مستند | شيك
صَلاة,صَلَوَات
صَلاحِيَة,صَلاحِيَات
صَلِف,متعجرف
صَلِيب,عنيد قَويّ | صُلْبَان
صَلَّى,فِي النَّارِ | الْمُؤْمِنُ
صَلَّى على,بَارَكَ
صَلْب,من صليب
صَلْد,صِلاَد
صَمَدَ,اُصْمُدْ
صَمَم,طرش
صَمُوت,صفة
صَمّ,حفظ
صَمْغ,مادة لزجة تسيل من بعض الأشجار | مادة لزجة تسيل من بعض الأشجارصُمُوغ
صَنَم,أَصْنَام
صَنِيع,صَنَائِعُ
صَنِيعَة,صَنَائِعُ
صَنْدَل,حذاء | نبات | مركب الصندل
صَهْر,اذابة
صَوَاب,رشد | صحّة سداد
صَوَّتَ,اِقْتَرَعَ
صَوَّرَ,وصف | رسم
صَوْت,أَصْوَات
صَوْغ,تَشْكِيل
صَوْمَع,دَيْر | مكان منفرد | دَيْر
صَوْمَعَ,جَمَعَ
صَوْمَعَة,دَيْر | صَوْمَع | بناء لجمع الحبوب | دَيْرصَوَامِعُ
صَيْدَلِيّ,صيادلة
صُ,نوم الظهيرة
صُبَّار,نبات
صُبْح,أَصْبَاح
صُحَاة,الصَّاحِي
صُدْرَة,لباس
صُدْغ,أَصْدَاغ
صُدْفَة,صُدَف صِدَف
صُرَّة,صُرَر
صُرْصُور,حشرة
صُعُوبَة,مشكلة
صُفَيحة,صفيحة دموية
صُقْع,منطقة ناحية | منطقة
صُلْب,صُلب الموضوع | فُولاذ | قاسٍ
صُلْبصُلب الموضوع,أَصْلاَب | أَصْلُب
صُلْبفُولاذ,أَصْلاَب | أَصْلُب
صُلْبقاسٍ,أَصْلاَب | أَصْلُب
صُمّ,صَمَّاء
صُنَّاع,صَانِعَات
صُنْدُوق,صندوق التوفير | عُلْبَة
صُورَة,شكل | صُوَر | صُوَر
صُورَةشكل,صُوَر
صُورِيّ,شكلي
صُوص,صِيصَان
صُوف,أَصْوَاف
صِبَاغ,أَصْبِغَة
صِبْغ,ما يُصْبَغُ بِهِ
صِبْغِيّ,كروموزوم | كروموزومي
صِحَّة,صِدْق
صِدَام,صِدَامَات
صِرَاط,طريق
صِرَاططريق,صُرُط
صِغَار,أصغر
صِفَاد,صُفُد أَصْفِدَة
صِفَة,نعت | صِفَات | ميّزة | ميّزةصِفَات
صِفْر,رياضيات
صِلَة,عَلاقَة
صِنَاعَة,صَنَائِعُ
صِنَّارَة,صَنَانِير
صِنْدِيد,صَنَادِيدُ
صِنْف,أَصْنَاف صُنُوف
صِهْر,العائلة
صِيغَة,شكل | صِيَغ | صِيَغ
صِيغَةشكل,صِيَغ
صِينِيَّة,صَوَانِيُّ
صِيوَان,صَوَاوِين
صِيَاغَة,حرفة | تَعْبِير
صِيَام,صَوْم
صَّنْدَقة,تعليب
صٛ,مُزَيِّن
ضئ,جِهَاز
ضئيل,أَخِفَّاءُ خِفَاف
ضاءَلَ,يضائل
ضاد,حرف عربي
ضاغِط,ضواغط
ضبان,للحذاء
ضبخان,مزيج من ألضباب والدخان
ضةص,ٶص
ضح,مُصَافَحَة
ضد ثقيل,أَخِفَّاءُ خِفَاف
ضد شارٍ,بَاعَة
ضد طول,عُرُوض
ضع,بهشاشة
ضعيف القلب,ضعاف القلوب
ضغط عالي,ضغط كهربائيّ عالي
ضف,تَاجِر
ضفدع بشري,ضفادع بشرية
ضم,اِلْتِفَات إلى | تَلَفَّتَ | قاضٍ روماني
ضمان,أسْنَاد سَنَدَات
ضمير,ذِمَم
ضو,نَقْض
ضَائِع,ضِيَاع
ضَابِط,الجيش | منظّم | معيار | الجيشضُبَّاط | منظّم | معيارضَوَابِطُ
ضَاحٍ,ضَوَاحٍ الضَّوَاحِي | بَارِز
ضَاحِيَة,ضَوَاحٍ الضَّوَاحِي
ضَارٍ,ضَوَارٍ الضَّوَارِي
ضَارَبَ,في البورصة
ضَاعَفَ,زَادَ
ضَاغِن,حَاقِد
ضَافٍ,الضَّافِي
ضَبَطَ,قبض على | كبح | عَدَّلَ
ضَبّ,ضِبَاب
ضَبَّ,سَالَ
ضَبَّة,ضِبَاب
ضَبْط,قبض على | دِقَّة
ضَبْع,ضِبَاع
ضَبْعضِبَاع,ضَبُع
ضَجَر,ملل
ضَجَّ,ضَجِيج
ضَحِيَّة,ضَحَايَا
ضَحْكَة,ابتسامة
ضَحْل,أَضْحَال ضُحُول | تَافِه
ضَخْم,ضِخَام | هَائِل
ضَرَاوَة,شَرَاسَة
ضَرَبَ,موعداً | العملة | رياضيات
ضَرَر,أَضْرَار
ضَرُورَة,ضَرَائِرُ
ضَرِيبَة,ضَرَائِبُ
ضَرِيح,أَضْرِحَة
ضَرِير,أَضِرَّاءُ
ضَرْب,أَضْرَاب ضُرُوب | الضرب بالرمل | رياضيات
ضَرْبَة,ضَرَبَات
ضَرْع,البقرة
ضَعُفَ وَهَى,يَهِط
ضَعِيف,ضِعَاف ضُعَفَاءُ | ضِعَاف | ضُعَفَاءُأضعف
ضَعَّفَ,العَدَدَ | القُوَّة
ضَعْف,ضد قوة | عَجْز
ضَغِن,حقود
ضَغِينَة,ضَغَائِنُ
ضَغْط,كهربائيّ | ضُغُوط
ضَفِيرَة,ضَفَائِرُ
ضَفَّة,ضِفَاف
ضَفْدَع,ضَفَادِعُ
ضَلال,ضَلالَة
ضَلِيع,ضُلُع
ضَلَّ,انحرف
ضَمِير,ضَمَائِرُ | وجدان | وجدانضَمَائِرُ
ضَمّ,إلحاق | جمع
ضَمَّ,احتوى
ضَمَّة,عناق
ضَنِين,أَضِنَّاءُ
ضَوَاحٍ الضَّوَاحِي,الضَّاحِي
ضَوْء,أَضْوَاء
ضَيِّق,ضد واسِع
ضَيْعَة,قرية | ضِيَاع
ضَيْف,ضُيُوف أَضْيَاف
ضَيْم,ظلم
ضِدّ,أَضْدَاد
ضِعْف,أَضْعَاف
ضِغْن,حِقْد | حِقْدأَضْغَان
ضِلْع,هندسة | تشريح | هندسةضُلُوع | أَضْلاَع | أَضْلُع | تشريحضُلُوع | أَضْلاَع | أَضْلُع
ضِمَاد,ضِمَادَة
ضِمْنَ,داخل
ضِيَافَة,مَضَايِفُ
ضٓ,إغتسل بالدش
ضٴ٨,ٳ٩ٸٴ٨
طؠق,وقع أقدام
طآ,سُوء
طاء,حرف عربي
طائر مائيّ,غاقات
طابوق,مادة بناء
طارق,زائر | من يطرق
طازج,غير فاسد
طافِر,طافرات
طالِع,صاعد
طب,فيلق السلام الأمريكي
طب بديل,طب غير تقليدي
طبق طائر,أطباق طائرة
طبوغرافية,طوبوغرافيا
طبيب الأسنان,اطباء الاسنان
طبيب سريري,أطباء سريريون
طبيب شرعي,أطباء شرعيون
طبيع,وطني
طح,بَغَضَ
طرابلس,كبرى مدن شمال لبنان | عاصمة ليبيا
طرسوس,تراقيا
طرف الإصبع,أطراف الأصابع
طريق,مَسَالِكُ
طريق جانبي,طرق جانبيّة
طريق سريع,طرق سريعة
طرَف,أثر
طـٗ,جَرَى
طفل الخديج,المولود قبل الأوان
طفل المفتاح,أطفال المفاتيح
طلب,أسْئِلَة
طلعة جوية,طلعات جوية
طلقة الرصاص,طلقات الرصاص
طنجة,المغرب
طهران,عاصمة إيران
طوافة,مروحية
طوربيد,طُرْبِيد توربيد
طيبة,اليونان | مصر
طيف الضوء,أطياف ضوئية
طيهوج,طائر
طيّار,متطاير
طَائِر,طَيْر طُيُور أَطْيَار
طَائِش,متهور | بلا هدف | متهور
طَائِفَة,جماعة | دينية | جماعةطَوَائِفُ | دينيةطَوَائِفُ
طَائِل,كبير | قدرة | فائدة | فائدةطَوَائِلُ
طَائِلَة,طَوَائِل
طَابَق,طَوَابِقُ
طَابُور,رتل | كتيبة | كتيبةطَوَابِيرُ
طَابِع,طَوَابِعُ
طَاحُون,طَوَاحِين
طَاحِنَة,طَوَاحِن
طَارِئ,عارض | استثنائي | غريب | حادث
طَارِئَة,طَوَارِئُ
طَارِقَة,طَوَارِقُ
طَازَج,طَرِيّ
طَاعَة,إطاعة | ولاء | إطاعة
طَاعُون,طَوَاعِينُ
طَاعِن,في السن
طَاغٍ,سائد | مستبد | مستبدالطّاغي
طَاغُوت,الشَّيْطان | كل ما عُبد من دون الله | كل ما عُبد من دون اللهطَوَاغِيت
طَاغِيَة,طُغَاة
طَافَ,جال | فاض
طَاقَة,قوة | حزمة | قدرة
طَاقِم,طواقم
طَاقِيَّة,طَوَاقِيُّ
طَالِب,طُلَّاب طَلَبَة | ملتمس | من يطلب | ملتمسطُلَّاب | طَلَبَة
طَامُور,صَحيفة
طَاهٍ,طُهَاة
طَاهِر,عفيف | نظيف | أَطْهَار طَاهِرَات
طَاوٍ,جائِعالطَّاوِي
طَبَعَ,الكتب
طَبَق,صينية | صحن | قصعة | صينيةأَطْبَاق
طَبَقَة,دور | غشاء | من الأرض | صنف | طَبَقَات طِبَاق
طَبِيب,أَطِبَّاءُ
طَبِيخ,أَطْبِخَة
طَبِيعَة,طَبَائِعُ
طَبِيعِيّ,عادي | فطري | بسيط
طَبَّعَ,جَعَلَهُ طَبِيعيًّا
طَبْطَبَ,الماءُ
طَبْطَبَة,الماء
طَبْع,ختم | الكتب | طِبَاع | سجيّة | الكتب | سجيّةطِبَاع
طَبْل,دَبادِيب | طُبُول
طَرَب,جذل
طَرَحَ,اقتطع | سؤالاً | رمى | اقتطع
طَرَدَ,أَبْعَدَ
طَرَف,عضو | حدّ | رأس
طَرِيدَة,طَرَائِدُ
طَرِيف,نادر | طُرُف طِرَاف
طَرِيفَة,طَرَائِفُ
طَرِيق,شارع
طَرِيقَة,مذهب | اسلوب | وسيلة | وسيلةطُرُق | طَرَائِق | اسلوبطُرُق | طَرَائِق
طَرَّبَ,غَنَّى | جعله يَطْرَب
طَرْح,رمي | حسم
طَرْد,نفي | إبعاد | رِزْمَة | إبعاد
طَرْف,نظرة
طَرْفَة,عين | نظرة
طَشّ,المطر الخفيف
طَشْت,طُشُوت
طَعَام,أَطْعِمَة
طَعَنَ,في صحة شيء
طَعَنَ بـ,شكّ
طَعَّان,مُغْتاب
طَعَّمَ,النبات | لقّح
طَعْم,طُعُوم
طَعْن,في صحة شيء | تشهير | في حكم | تشهيرطُعُون
طَعْنَة,طَعَنات
طَفِيف,طِفَاف
طَفْح,جلدي
طَفْرَة,وثبة مرح | ازدياد | ازدهار | وثبة
طَقْس,طُقُوس | حالة الجو | ديني
طَقْم,مجموعة
طَلائِعُ,دلائل | رواد | بشراء | أوائل | دلائل | بشراء | أوائل
طَلَب,طَلَبَات
طَلَبَ,اُطْلُبْ
طَلَعَ,الشَّمْسُ
طَلِق,غير مقيد
طَلِيعَة,مقدّمة
طَلّ,مطر خفيف | ندى
طَلْحِيَّة,طَلاحِيّ
طَلْعَة,محيا
طَلْق,معدن | ألم الولادة
طَمَسَ,مَحَا
طَمَع,أَطْماع
طَمْس,عدم رؤية الأشياء القريبة | محو
طَنَّان,رنّان | الطائر الطنان | منمّق | رنّان | منمّق
طَنْجَرَة,طَنَاجِرُ
طَهَى,طَهْي
طَوَار,أَطْوِرَةٌ
طَوَى,اجتاز | نفس | عطف | اجتاز
طَوِيل,طِوَال
طَوِيَّة,باطن | نية | ضمير
طَوْر,حدّ | دور | حال
طَوْف,أَطْوَاف
طَوْق,طارة | العنق | رباط | قَدْر | أَطْوَاق | العنقأَطْوَاق | قَدْر
طَيّ,طَيَّات
طَيِّب,لذيذ | حسن
طَيْرَة,طيش
طَيْف,أَطْيَاف | خيال
طُحْلُب,طحالب
طُرفة,تحفة
طُرَّة,جبين | ناصيةطُرَر | طُرَّات
طُرْفَة,نادرة | نادرةطُرَف
طُعْم,طُعُوم أَطْعَام | السَّمَك
طُغْيان,ظلم | فيضان | فيضان
طُلُوع,ظهور | خروج | ارتفاع
طُنُف,إفريز
طُنْف,قمة
طُوبَة,طُوب
طُوفَان,فيضان
طُول,أَطْوَال
طُومَار,طَوَامِير
طِبْق,مطابق
طِرَاز,أسلوب | شكل | أسلوبطُرُز
طِرَازشكل,طُرُز
طِفْل,أَطْفَال
طِلَاء,طلاءات
طِلَسْم,طلاسم
طِنْفِسَة,طَنَافِسُ
طِيب,عطر
طٗ,طرائف
ط٩,أخذ الثأر
طٴ٨,ٳ٥ٶ٥ٮٴ٨
ظآ,جانبية
ظاء,حرف عربي
ظالِع,ظُلَّعٌ ظَوالِعُ
ظاهرة دوبلر,تغير الطول الموجي
ظدؼ,عنبية العين
ظعينة,زوجة | هودج | راحلة | راحلة
ظل الليل,جنس نباتات
ظلّم,رماه بالظُّلم
ظهر المركب,ظُهُور أَظْهُر
ظَامِئ,ظِماء
ظَاهِر,سطح | خارجي | جلي | خارجي
ظَاهِرَة,ظَوَاهِر
ظَبْي,ظِبَاء
ظَرِيف,ظُرَفَاءُ
ظَرْف,حال | وعاء | غلاف | ظُرُوف | فكاهةظُرُوف
ظَنّ,حسبان
ظَنَّ,اشتبه | حسب | اشتبه
ظَنِّيّ,اتهامي
ظَنِّيَّة,فرضية
ظَهْر,ظُهُور أَظْهُر | ظهر المركب
ظُلامَة,ظُلامَات
ظُلَّة,كُشْكظُلاَّت | ظُلَل
ظُلْمَة,ظُلُمَات ظُلَم
ظُنْبُوب,عظم الساق
ظُهُور,حدوث | بروز
ظُهْر,أَظْهَار
ظِفْر,أَظْفَار
ظِلّ,ظِلال أَظْلال
ظِلْف,ظلف البقر
عؤص,وَحْي
عائد إلى وطنه,عَوَائِد
عاتٍ,ظالم | قوي | متكبر
عادٍ,راكض
عادِم,ناتج احتراق الوقود
عادِمناتج احتراق الوقود,عوادم
عار,عُيُوب
عارِضَة,عَوارِض
عازم,مصمم
عاشق الرياضة,عُاشق الرياضة
عاصرة,عضلة عاصرة
عاصِفَة,عَوَاصِف
عافٍ,ممحو
عالم الأشجار,علماء اشجار
عالم الاجتماع,علماء الاجتماع
عالم البكتيريا,علماء البكتيريا
عالم نفس,علماء نفس
عالي الأوكتين,بنزين
عالِم الطبيعة,علماء الطبيعة
عام,متاح للجميع
عامل المنجم,عمال المنجم
عاملة نظافة,عاملة تنظيف
عانس,عَوَانِس
عبَأَ بـ,اكترث اهتمّ بـ
عتبة,دَرَج
عجوز شمطاء,عجائز شمطاوات
عدد صحيح,أعداد صحيحة
عدد كسري,نسبة عددين صحيحين
عدسة لاصقة,عدسات لاصقة
عدن,الجمهورية اليمنية
عدّاد,مَقَايِيسُ
عدّة,جُمَل
عرقوب,الخيل إِلخ | عراقيب
عزم,تصاميم
عشب البحر,أعشاب البحر
عصابة الجريمة,عصابات الجريمة
عصر,دُهُور
عصفوريات,رتبة للطيور
عضلات قوية,ضد ذكاء
عضلة الإلية,عضلات الإلية
عضلة ملساء,عضلات ملساء
عضو البرلمان,أعضاء البرلمان
عضو الكونجرس,أعضاء الكونجرس
عضو جسم,أعضاء الجسم
عضو لجنة,أعضاء لجنة
عضو مجلس,أعضاء مجلس
عضوة أَعْضَاء,عضوات
عضوة الكونجرس,عضوات الكونجرس
عضية,عضيات
عطر,أَذْكِيَاءُ
عطر الورد,عطور الورد
عطيل,مسرحية تراجيدية
عظم الأطراف,مرض تضخم الأطراف
عظم الترقوة,في الطيور | عظام الترقوة
عظم الخدّ,عظام الخدّ
عؽ,بَال
عؾ,أُرْبَة
عفيف,أَطْهَار طَاهِرَات
عقد آجل,عقود آجلة
عقدة أوديب,عقدة نفسية
عقرب,الساعة
عقوبة,آصَار
عقيد,عقداء
عقيدة,مَبَادِئُ
عكا,مدينة قي إسرائيل
علاقة متبادلة,علاقات متبادلة
علامة,شِيَات | وُسُوم
علامة الطريق,علامات الطريق
علم,أَلْوِيَة
علم الأحياء,علوم الأحياء
علمولوجيا,سينتولوجيا
علمية,مَوَادُّ
عمل تجاري,أعمال تجارية
عمل خيري,أعمال خيرية
عمل صالح,أعمال صالحة
عمل فني,أعمال فنية
عمل يدوي,أعمال يدوية
عملة أجنبية,عملات أجنبية
عمود إنارة,أعمدة إنارة
عميل سري,عملاء سريون
عن تهمة,أَجْوِبَة
عنب الدّبّ,نبات
عنبية,طبقة العين الوسطى | نبات | طبقة العين الوسطى
عنقود نجمي,عناقيد نجمية
عود الطبل,أعواد الطبل
عيار ناري,أعيرة نارية
عيب خلقي,عيوب خلقية
عيد الأضحى,الالأضحى
عيش الغراب,مشروم
عيلام,حضارة قديمة
عيلامحضارة قديمة,ايلام
عين,حرف عربي
عَائِد,راجع | ريع ربح | راجع إلى | عائد إلى وطنه | زائر المريض
عَائِدَات,ريع | ضرائب | ضرائب
عَائِدَة,عَوَائِدُ عَائِدَات
عَائِق,عقبة
عَائِقَة,عَوَائِقُ
عَائِل,عالَة عُيَّل
عَائِم,سابح | طافٍ
عَابِر,زائل | ماض | عرضي
عَاتِق,مَنْكِب
عَاثِر,عَوَاثِرُ
عَاجِز,مقعد | عَوَاجِز عَجَزَة | هرم | عَوَاجِز | عَجَزَة
عَاجِزمقعد,عَوَاجِز | عَجَزَة
عَاجِزهرم,عَوَاجِز | عَجَزَة
عَادٍ,عدو
عَادَ,رجع | زار | عُدْ
عَادَة,عَوَاءِدُ عَادَات
عَادِل,عُدُول
عَادِيَة,ظلم | مصيبة | عَوَادٍ | مصيبةعَوَادٍ
عَادِيّ,قديم | عَادِيَّات | اعتيادي
