headword,pos,definition,examples,synonyms
imposed,adjective,set forth authoritatively as obligatory [adj.all],"the imposed taxation | rules imposed by society | ""the imposed taxation"" | ""rules imposed by society""",
imposing,adjective,impressive in appearance [adj.all] | used of a person's appearance or behavior [adj.all],a baronial mansion | an imposing residence | a noble tree | severe-looking policemen sat astride noble horses | stately columns,"baronial, noble, stately, distinguished, grand, magisterial"
impossible,adjective,not capable of occurring or being accomplished or dealt with [adj.all] | totally unlikely [adj.all] | used of persons or their behavior [adj.all],"an impossible dream | an impossible situation | ""an impossible dream"" | ""an impossible situation"" | impossible behavior","inconceivable, out of the question, unimaginable, insufferable, unacceptable, unsufferable"
impotent,adjective,lacking power or ability [adj.all] | (of a male) unable to copulate [adj.all],"Technology without morality is barbarous; morality without technology is impotent | felt impotent rage | ""Technology without morality is barbarous | morality without technology is impotent""- Freeman J.Dyson | ""felt impotent rage""",
impoverished,adjective,poor enough to need help from others [adj.all] | destroyed financially [adj.all],"the broken fortunes of the family | ""the broken fortunes of the family""","destitute, indigent, necessitous, needy, poverty-stricken, broken, wiped out(p)"
impracticable,adjective,not capable of being carried out or put into practice [adj.all],"refloating the sunken ship proved impracticable because of its fragility | a suggested reform that was unfeasible in the prevailing circumstances | ""refloating the sunken ship proved impracticable because of its fragility"" | ""a suggested reform that was unfeasible in the prevailing circumstances""","infeasible, unfeasible, unworkable"
impractical,adjective,not practical [adj.all] | not practical or realizable [adj.all],"refloating the ship proved impractical because of the expense | he is intelligent but too impractical for commercial work | an impractical solution | not workable or not given to practical matters | ""refloating the ship proved impractical because of the expense""","airy, visionary, Laputan, windy"
imprecise,adjective,not precise [adj.all],"imprecise astronomical observations | the terms he used were imprecise and emotional | ""imprecise astronomical observations"" | ""the terms he used were imprecise and emotional""",
impregnable,adjective,"immune to attack [adj.all] | capable of conceiving [adj.all] | incapable of being overcome, challenged or refuted [adj.all]","an impregnable fortress | fortifications that made the frontier inviolable | a secure telephone connection | incapable of being tampered with | ""an impregnable fortress""","inviolable, secure, strong, unassailable, unattackable, conceptive, inexpugnable"
impressed,adjective,deeply or markedly affected or influenced [adj.all],,impressed(p)
impressible,adjective,easily impressed or influenced [adj.all],"an impressionable youngster | an impressionable age | a waxy mind | ""an impressionable youngster"" | ""an impressionable age""","impressionable, waxy"
impressionable,adjective,easily impressed or influenced [adj.all],"an impressionable youngster | an impressionable age | a waxy mind | ""an impressionable youngster"" | ""an impressionable age""","waxy, impressible"
impressionist,adjective,relating to or characteristic of Impressionism [adj.pert],"impressionist music | ""impressionist music""",impressionistic
impressionistic,adjective,of or relating to or based on an impression rather than on facts or reasoning [adj.pert] | relating to or characteristic of Impressionism [adj.pert],"a surprisingly impressionistic review bearing marks of hasty composition | she had impressionistic memories of her childhood | ""a surprisingly impressionistic review bearing marks of hasty composition"" | ""she had impressionistic memories of her childhood"" | impressionist music",impressionist
impressive,adjective,making a strong or vivid impression [adj.all] | producing a strong effect [adj.all],"an impressive ceremony | ""an impressive ceremony"" | gave an impressive performance as Othello | a telling gesture | ""gave an impressive performance as Othello""",telling
imprisoned,adjective,being in captivity [adj.all],,"captive, confined, jailed"
improbable,adjective,not likely to be true or to occur or to have occurred [adj.all] | having a probability too low to inspire belief [adj.all] | too improbable to admit of belief [adj.all],"legislation on the question is highly unlikely | an improbable event | ""legislation on the question is highly unlikely"" | ""an improbable event"" | a tall story","unlikely, unbelievable, unconvincing, marvelous, marvellous, tall(a)"
impromptu,adjective,with little or no preparation or forethought [adj.all],his ad-lib comments showed poor judgment | an extemporaneous piano recital | an extemporary lecture | an extempore skit | an impromptu speech,"ad-lib, extemporaneous, extemporary, extempore, offhand, offhanded, off-the-cuff, unrehearsed"
improper,adjective,"not suitable or right or appropriate [adj.all] | not conforming to legality, moral law, or social convention [adj.all] | not appropriate for a purpose or occasion [adj.all]","slightly improper to dine alone with a married man | improper medication | improper attire for the golf course | ""slightly improper to dine alone with a married man"" | ""improper medication""","unconventional, unlawful, wrong"
improvable,adjective,susceptible of improvement [adj.all],,
improved,adjective,made more desirable or valuable or profitable [adj.all] | become or made better in quality [adj.all] | (of land) made ready for development or agriculture by clearing of trees and brush [adj.all],"new houses are springing up on an improved tract of land near the river | an improved breed | especially made ready for use or marketing | ""new houses are springing up on an improved tract of land near the river"" | ""an improved breed""",
improvident,adjective,not provident [adj.all] | not given careful consideration [adj.all],"not providing for the future | ill-considered actions often result in disaster | an ill-judged attempt | ""ill-considered actions often result in disaster"" | ""an ill-judged attempt""","ill-considered, ill-judged, shortsighted"
improving,adjective,getting higher or more vigorous [adj.all],"its an up market | an improving economy | ""its an up market"" | ""an improving economy""",up
improvised,adjective,done or made using whatever is available [adj.all],"crossed the river on improvised bridges | the survivors used jury-rigged fishing gear | the rock served as a makeshift hammer | ""crossed the river on improvised bridges"" | ""the survivors used jury-rigged fishing gear""","jury-rigged, makeshift"
imprudent,adjective,not prudent or wise [adj.all] | lacking wise self-restraint [adj.all],"very imprudent of her mother to encourage her in such silly romantic ideas | would be imprudent for a noneconomist to talk about the details of economic policy | ""very imprudent of her mother to encourage her in such silly romantic ideas"" | ""would be imprudent for a noneconomist to talk about the details of economic policy""- A.M.Schlesinger | an imprudent remark",
impudent,adjective,marked by casual disrespect [adj.all] | improperly forward or bold [adj.all],"a flip answer to serious question | the student was kept in for impudent behavior | ""a flip answer to serious question"" | ""the student was kept in for impudent behavior"" | don't be fresh with me","insolent, snotty-nosed, flip, fresh, impertinent, overbold, smart, saucy, sassy, wise"
impugnable,adjective,subject to being discredited [adj.all],,
impuissant,adjective,lacking physical strength or vigor [adj.all],,
impulsive,adjective,proceeding from natural feeling or impulse without external stimulus [adj.all] | without forethought [adj.all] | having the power of driving or impelling [adj.all] | determined by chance or impulse or whim rather than by necessity or reason [adj.all] | characterized by undue haste and lack of thought or deliberation [adj.all],"an impulsive gesture of affection | ""an impulsive gesture of affection"" | letting him borrow her car was an impulsive act that she immediately regretted | ""letting him borrow her car was an impulsive act that she immediately regretted"" | a driving personal ambition","unprompted, driving, capricious, whimsical, hotheaded, impetuous, madcap, tearaway(a), brainish"
impure,adjective,combined with extraneous elements [adj.all] | (used of persons or behaviors) immoral or obscene [adj.all] | having a physical or moral blemish so as to make impure according to dietary or ceremonial laws [adj.all],"impure thoughts | ""impure thoughts"" | unclean meat | and the swine...is unclean to you | ""unclean meat""",unclean
imputable,adjective,capable of being assigned or credited to [adj.all],"punctuation errors ascribable to careless proofreading | the cancellation of the concert was due to the rain | the oversight was not imputable to him | ""punctuation errors ascribable to careless proofreading"" | ""the cancellation of the concert was due to the rain""","ascribable, due, referable"
imputrescible,adjective,not subject to decay [adj.all],,
in,adjective,holding office [adj.all] | directed or bound inward [adj.all] | currently fashionable [adj.all],"the in party | ""the in party"" | took the in bus | the in basket | ""took the in bus""","in(p), in(a)"
in a bad way,adjective,facing or experiencing financial trouble or difficulty [adj.all],"distressed companies need loans and technical advice | financially hard-pressed Mexican hotels are lowering their prices | we were hard put to meet the mortgage payment | found themselves in a bad way financially | ""distressed companies need loans and technical advice""","distressed, hard-pressed, hard put, in a bad way(p)"
in advance,adjective,situated ahead or going before [adj.all],"an advance party | at that time the most advanced outpost was still east of the Rockies | ""an advance party"" | ""at that time the most advanced outpost was still east of the Rockies""","advance(a), advanced(a), in advance(p)"
in agreement,adjective,united by being of the same opinion [adj.all],"agreed in their distrust of authority | ""agreed in their distrust of authority""","agreed, in agreement(p)"
in condition,adjective,physically fit [adj.all],"exercised daily to keep herself in condition | ""exercised daily to keep herself in condition""","conditioned, in condition(p)"
in demand,adjective,greatly desired [adj.all],,"coveted, desired, in demand(p), sought after"
in dishabille,adjective,partly dressed in a loose or careless manner [adj.all],,en deshabille
in effect,adjective,exerting force or influence [adj.all],"the law is effective immediately | a warranty good for two years | the law is already in effect (or in force) | ""the law is effective immediately"" | ""a warranty good for two years""","effective, good, in effect(p), in force(p)"
in evidence,adjective,clearly to be seen [adj.all],"they were much in evidence during the fighting | she made certain that her engagement ring was in evidence | ""they were much in evidence during the fighting"" | ""she made certain that her engagement ring was in evidence""",
in for,adjective,certain to get or have [adj.all],"he knew he was in for a licking | ""he knew he was in for a licking""",in for(p)
in force,adjective,exerting force or influence [adj.all],"the law is effective immediately | a warranty good for two years | the law is already in effect (or in force) | ""the law is effective immediately"" | ""a warranty good for two years""","effective, good, in effect(p), in force(p)"
in gear,adjective,having gears engaged [adj.all],"the car is in gear | ""the car is in gear""",
in good taste,adjective,satisfying generally accepted social or esthetic standards [adj.all],,in good taste(p)
in height,adjective,having a specified height [adj.all],"five feet tall | five feet in height | ""five feet tall"" | ""five feet in height""",in height(p)
in her right mind,adjective,behaving responsibly [adj.all],,"in his right mind(p), in her right mind(p), in their right minds(p)"
in high spirits,adjective,happy and excited and energetic [adj.all],,high
in his right mind,adjective,behaving responsibly [adj.all],,"in his right mind(p), in her right mind(p), in their right minds(p)"
in league,adjective,(usually followed by `with') united in effort as if in a league [adj.all],"they found out that some policemen were in league with the criminals | ""they found out that some policemen were in league with the criminals""",in league(p)
in line,adjective,being next in a line of succession [adj.all] | awaiting something [adj.all],"he was in line for the presidency | ""he was in line for the presidency"" | people were in line at the checkout counter | she was in line for promotion | especially something due",
in love,adjective,marked by foolish or unreasoning fondness [adj.all],"gaga over the rock group's new album | he was infatuated with her | ""gaga over the rock group's new album"" | ""he was infatuated with her""","enamored, infatuated, potty, smitten, soft on(p), taken with(p)"
in one's birthday suit,adjective,as naked as at birth [adj.all],,"mother-naked, naked as the day one was born, naked as the day you were born, in your birthday suit"
in operation,adjective,being in effect or operation [adj.all],"de facto apartheid is still operational even in the `new' African nations | bus service is in operation during the emergency | the company had several operating divisions | ""de facto apartheid is still operational even in the `new' African nations""- Leslie Marmon Silko | ""bus service is in operation during the emergency""","operational, in operation(p), operating(a)"
in order,adjective,in a state of proper readiness or preparation or arrangement [adj.all],"everything is in order for their arrival | ""everything is in order for their arrival""",
in play,adjective,of a ball [adj.all],"the ball is still in play | ""the ball is still in play""",in play(p)
in question,adjective,open to doubt or suspicion [adj.all],"the candidate's doubtful past | he has a dubious record indeed | what one found uncertain the other found dubious or downright false | it was more than dubitable whether the friend was as influential as she thought | ""the candidate's doubtful past""","doubtful, dubious, dubitable, in question(p)"
in series,adjective,of or relating to the sequential performance of multiple operations [adj.all],"serial processing | ""serial processing""","serial, in series(p), nonparallel"
in sight,adjective,at or within a reasonable distance for seeing [adj.all],"not a policeman in sight | kept the monkey in view | ""not a policeman in sight"" | ""kept the monkey in view""",
in small stages,adjective,one thing at a time [adj.all],,"bit-by-bit, piecemeal, step-by-step, stepwise"
in stock,adjective,available for use or sale [adj.all],"they have plenty of stonewashed jeans in stock | ""they have plenty of stonewashed jeans in stock""",in stock(p)
in store,adjective,in readiness [adj.all],"gave us a hint of the excitement that was in store for us | awaiting | ""gave us a hint of the excitement that was in store for us""",in store(p)
in straitened circumstances,adjective,not having enough money to pay for necessities [adj.all],,"hard up, impecunious, in straitened circumstances(p), penniless, penurious, pinched"
in style,adjective,in the current fashion or style [adj.all],,"latest, a la mode(p), in style(p), in vogue(p), modish"
in the altogether,adjective,(used informally) completely unclothed [adj.all],,"bare-assed, bare-ass, in the buff, in the raw, raw, peeled, naked as a jaybird, stark naked"
in the buff,adjective,(used informally) completely unclothed [adj.all],,"bare-assed, bare-ass, in the altogether, in the raw, raw, peeled, naked as a jaybird, stark naked"
in the flesh,adjective,an appearance carried out personally in someone else's physical presence [adj.all],"he carried out the negotiations in person | a personal appearance is an appearance by a person in the flesh | ""he carried out the negotiations in person"" | ""a personal appearance is an appearance by a person in the flesh""","in-person, in the flesh(p)"
in the lead,adjective,having the leading position or higher score in a contest [adj.all],"he is ahead by a pawn | the leading team in the pennant race | ""he is ahead by a pawn"" | ""the leading team in the pennant race""","ahead(p), leading"
in the public eye,adjective,of great interest to the public [adj.all],"a person in the public eye | ""a person in the public eye""",in the public eye(p)
in the raw,adjective,(used informally) completely unclothed [adj.all],,"bare-assed, bare-ass, in the altogether, in the buff, raw, peeled, naked as a jaybird, stark naked"
in their right minds,adjective,behaving responsibly [adj.all],,"in his right mind(p), in her right mind(p), in their right minds(p)"
in use,adjective,(of facilities such as telephones or lavatories) unavailable for use by anyone else or indicating unavailability [adj.all] | currently being used [adj.all],her line is busy | receptionists' telephones are always engaged | the lavatory is in use | kept getting a busy signal | (`engaged' is a British term for a busy telephone line),"busy, engaged, in use(p)"
in vitro,adjective,in an artificial environment outside the living organism [adj.all],"in vitro fertilization | ""in vitro fertilization""",ex vivo
in vivo,adjective,within a living organism [adj.all],"in vivo techniques | ""in vivo techniques""",
in vogue,adjective,in the current fashion or style [adj.all],,"latest, a la mode(p), in style(p), in vogue(p), modish"
in writing,adjective,written or drawn or engraved [adj.all],"graphic symbols | ""graphic symbols""","graphic, graphical, in writing(p)"
in your birthday suit,adjective,as naked as at birth [adj.all],,"mother-naked, naked as the day one was born, naked as the day you were born, in one's birthday suit"
in-between,adjective,being neither at the beginning nor at the end in a series [adj.all],"adolescence is an awkward in-between age | in a mediate position | the middle point on a line | ""adolescence is an awkward in-between age"" | ""in a mediate position""","mediate, middle"
in-bounds,adjective,between the first and third base lines [adj.all],,
in-chief,adjective,indicating the head of a staff [adj.all],"editor-in-chief | ""editor-in-chief""",in-chief(ip)
in-person,adjective,an appearance carried out personally in someone else's physical presence [adj.all],"he carried out the negotiations in person | a personal appearance is an appearance by a person in the flesh | ""he carried out the negotiations in person"" | ""a personal appearance is an appearance by a person in the flesh""",in the flesh(p)
in-situ,adjective,being in the original position [adj.all],"the archeologists could date the vase because it was in-situ | an in-situ investigator | not having been moved | ""the archeologists could date the vase because it was in-situ"" | ""an in-situ investigator""",unmoved
in-your-face,adjective,blatantly aggressive [adj.all],"on-line hard-boiled in-your-face pornography | ""on-line hard-boiled in-your-face pornography""",
inaccessible,adjective,capable of being reached only with great difficulty or not at all [adj.all] | not capable of being obtained [adj.all],"a rare work, today almost inaccessible | timber is virtually unobtainable in the islands | untouchable resources buried deep within the earth | ""a rare work, today almost inaccessible"" | ""timber is virtually unobtainable in the islands""","unaccessible, unobtainable, unprocurable, untouchable"
inaccurate,adjective,not exact [adj.all],"an inaccurate translation | the thermometer is inaccurate | ""an inaccurate translation"" | ""the thermometer is inaccurate""",
inactive,adjective,(chemistry) not participating in a chemical reaction [adj.all] | (pathology) not progressing or increasing [adj.all] | (military) not involved in military operations [adj.all] | not exerting influence or change [adj.all] | (of e.g. volcanos) not erupting and not extinct [adj.all] | lacking in energy or will [adj.all] | lacking activity [adj.all] | not engaged in full-time work [adj.all] | not active physically or mentally [adj.all] | not in physical motion [adj.all],"desired amounts of inactive chlorine | chemically inert | ""desired amounts of inactive chlorine"" | or progressing slowly | a dormant volcano","nonoperational, dormant, passive, motionless, static, still"
inadequate,adjective,lacking the requisite qualities or resources to meet a task [adj.all] | not sufficient to meet a need [adj.all],"inadequate training | the staff was inadequate | she was unequal to the task | ""inadequate training"" | ""the staff was inadequate""","unequal, poor, short"
inadmissible,adjective,not deserving to be admitted [adj.all],"inadmissible evidence | ""inadmissible evidence""",
inadvertent,adjective,happening by chance or unexpectedly or unintentionally [adj.all],"with an inadvertent gesture she swept the vase off the table | accidental poisoning | an accidental shooting | ""with an inadvertent gesture she swept the vase off the table"" | ""accidental poisoning""",accidental
inadvisable,adjective,not prudent or wise [adj.all] | not advisable [adj.all],"running on the ice is inadvisable | not recommended | ""running on the ice is inadvisable"" | an unnecessary and inadvisable action | ""an unnecessary and inadvisable action""",unadvisable
inaesthetic,adjective,violating aesthetic canons or requirements [adj.all],"inaesthetic and quite unintellectual | peered through those inaesthetic spectacles | deficient in tastefulness or beauty | ""inaesthetic and quite unintellectual"" | ""peered through those inaesthetic spectacles""",unaesthetic
inalienable,adjective,incapable of being repudiated or transferred to another [adj.all] | not subject to forfeiture [adj.all],"endowed by their Creator with certain unalienable rights | ""endowed by their Creator with certain unalienable rights"" | an unforfeitable right | ""an unforfeitable right""","unalienable, unforfeitable"
inalterable,adjective,not capable of being changed or altered [adj.all],"unalterable resolve | an unalterable ground rule | ""unalterable resolve"" | ""an unalterable ground rule""",unalterable
inane,adjective,devoid of intelligence [adj.all],,"asinine, fatuous, mindless, vacuous"
inanimate,adjective,belonging to the class of nouns denoting nonliving things [adj.all] | not endowed with life [adj.all] | appearing dead [adj.all],"the word `car' is inanimate | ""the word `car' is inanimate"" | the inorganic world is inanimate | inanimate objects | ""the inorganic world is inanimate""","nonliving, non-living, breathless, pulseless"
inapplicable,adjective,not capable of being applied [adj.all],"rules inapplicable to day students | ""rules inapplicable to day students""",unsuitable
inapposite,adjective,of an inappropriate or misapplied nature [adj.all],,out of place
inappreciable,adjective,too small to make a significant difference [adj.all],"inappreciable fluctuations in temperature | ""inappreciable fluctuations in temperature""",
inappropriate,adjective,not suitable for a particular occasion etc [adj.all] | not in keeping with what is correct or proper [adj.all],"noise seems inappropriate at a time of sadness | inappropriate shoes for a walk on the beach | put inappropriate pressure on them | ""noise seems inappropriate at a time of sadness"" | ""inappropriate shoes for a walk on the beach""","incompatible, out or keeping(p), unfitting"
inapt,adjective,not elegant or graceful in expression [adj.all],"an awkward prose style | a clumsy apology | his cumbersome writing style | if the rumor is true, can anything be more inept than to repeat it now? | ""an awkward prose style""","awkward, clumsy, cumbersome, inept, ill-chosen"
inarguable,adjective,against which no argument can be made [adj.all],,unarguable
inarticulate,adjective,without or deprived of the use of speech or words [adj.all],"inarticulate beasts | remained stupidly inarticulate and saying something noncommittal | inarticulate with rage | an inarticulate cry | ""inarticulate beasts""",unarticulate
inartistic,adjective,lacking aesthetic sensibility [adj.all],,unartistic
inattentive,adjective,showing a lack of attention or care [adj.all] | not showing due care or attention [adj.all],"inattentive students | an inattentive babysitter | ""inattentive students"" | ""an inattentive babysitter"" | neglectful parents",neglectful
inaudible,adjective,impossible to hear [adj.all],"an inaudible conversation | imperceptible by the ear | ""an inaudible conversation""",unhearable
inaugural,adjective,occurring at or characteristic of a formal investiture or induction [adj.all] | serving to set in motion [adj.all],"the President's inaugural address | an inaugural ball | ""the President's inaugural address"" | ""an inaugural ball"" | the magazine's inaugural issue","initiative, initiatory, first, maiden"
inauspicious,adjective,not auspicious [adj.all] | contrary to your interests or welfare [adj.all] | presaging ill fortune [adj.all],"boding ill | adverse circumstances | made a place for themselves under the most untoward conditions | ""adverse circumstances"" | ""made a place for themselves under the most untoward conditions""","unfortunate, adverse, untoward, ill, ominous"
inauthentic,adjective,intended to deceive [adj.all],"a spurious work of art | ""a spurious work of art""","unauthentic, spurious"
inboard,adjective,located within the hull or nearest the midline of a vessel or aircraft [adj.all],"the inboard flaps on the wing | ""the inboard flaps on the wing""",
inborn,adjective,present at birth but not necessarily hereditary [adj.all] | normally existing at birth [adj.all],"acquired during fetal development | mankind's connatural sense of the good | ""mankind's connatural sense of the good""","congenital, innate, connatural, inbred"
inbound,adjective,directed or moving inward or toward a center [adj.all],"the inbound train | inward flood of capital | ""the inbound train"" | ""inward flood of capital""",inward
inbred,adjective,produced by inbreeding [adj.all] | normally existing at birth [adj.all],"mankind's connatural sense of the good | ""mankind's connatural sense of the good""","connatural, inborn"
inbuilt,adjective,existing as an essential constituent or characteristic [adj.all],"the Ptolemaic system with its built-in concept of periodicity | a constitutional inability to tell the truth | ""the Ptolemaic system with its built-in concept of periodicity"" | ""a constitutional inability to tell the truth""","built-in, constitutional, inherent, integral"
incalculable,adjective,not capable of being computed or enumerated [adj.all],,
incan,adjective,of or pertaining to the Incas or their culture or empire [adj.pert],,
incandescent,adjective,emitting light as a result of being heated [adj.all] | characterized by ardent emotion or intensity or brilliance [adj.all],"an incandescent bulb | ""an incandescent bulb"" | an incandescent performance | ""an incandescent performance""",candent
incapable,adjective,(followed by `of') lacking capacity or ability [adj.all] | not being susceptible to or admitting of something (usually followed by `of') [adj.all] | (followed by `of') not having the temperament or inclination for [adj.all] | not meeting requirements [adj.all],"incapable of carrying a tune | he is incapable of understanding the matter | incapable of doing the work | ""incapable of carrying a tune"" | ""he is incapable of understanding the matter""","incapable(p), incompetent, unequal to(p)"
incapacitated,adjective,lacking in or deprived of strength or power [adj.all],"lying ill and helpless | helpless with laughter | ""lying ill and helpless"" | ""helpless with laughter""",helpless
incapacitating,adjective,that cripples or disables or incapacitates [adj.all],"a crippling injury | ""a crippling injury""","crippling, disabling"
incarnate,adjective,possessing or existing in bodily form [adj.all] | invested with a bodily form especially of a human body [adj.all],"what seemed corporal melted as breath into the wind | an incarnate spirit | `corporate' is an archaic term | ""what seemed corporal melted as breath into the wind""- Shakespeare | ""an incarnate spirit""","bodied, corporal, corporate, embodied"
incased,adjective,covered or protected with or as if with a case [adj.all],"knights cased in steel | products encased in leatherette | ""knights cased in steel"" | ""products encased in leatherette""","cased, encased"
incautious,adjective,lacking in caution [adj.all] | carelessly failing to exercise proper caution [adj.all],"an incautious remark | incautious talk | ""an incautious remark"" | ""incautious talk"" | an incautious step sent her headlong down the stairs",
incendiary,adjective,involving deliberate burning of property [adj.pert] | arousing to action or rebellion [adj.all] | capable of catching fire spontaneously or causing fires or burning readily [adj.all],"an incendiary fire | ""an incendiary fire"" | an incendiary agent | incendiary bombs | ""an incendiary agent""","incitive, inflammatory, instigative, rabble-rousing, seditious"
incensed,adjective,angered at something unjust or wrong [adj.all],"an indignant denial | incensed at the judges' unfairness | a look of outraged disbelief | umbrageous at the loss of their territory | ""an indignant denial""","indignant, outraged, umbrageous"
incertain,adjective,lacking or indicating lack of confidence or assurance [adj.all],uncertain of his convictions | unsure of himself and his future | moving with uncertain (or unsure) steps | an uncertain smile | touched the ornaments with uncertain fingers,"uncertain, unsure"
incessant,adjective,uninterrupted in time and indefinitely long continuing [adj.all],the ceaseless thunder of surf | in constant pain | night and day we live with the incessant noise of the city | the never-ending search for happiness | the perpetual struggle to maintain standards in a democracy,"ceaseless, constant, never-ending, perpetual, unceasing, unremitting"
incestuous,adjective,resembling incest as by excessive intimacy [adj.pert] | relating to or involving incest [adj.pert],,
inchoate,adjective,only partly in existence [adj.all],"incipient civil disorder | an incipient tumor | a vague inchoate idea | imperfectly formed | ""incipient civil disorder""",incipient
inchoative,adjective,beginning to develop [adj.all],"inchoative stages | ""inchoative stages""",
incident,adjective,falling or striking of light rays on something [adj.pert] | (sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence [adj.all],"incident light | ""incident light"" | incidental expenses | the road will bring other incidental advantages | extra duties incidental to the job",incidental
incidental,adjective,(sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence [adj.all] | not of prime or central importance [adj.all] | following or accompanying as a consequence [adj.all],incidental expenses | the road will bring other incidental advantages | extra duties incidental to the job | labor problems incidental to a rapid expansion | confusion incidental to a quick change,"incident, nonessential, attendant, consequent, accompanying, concomitant, ensuant, resultant, sequent"
incipient,adjective,only partly in existence [adj.all],"incipient civil disorder | an incipient tumor | a vague inchoate idea | imperfectly formed | ""incipient civil disorder""",inchoate
incised,adjective,sharply and deeply indented [adj.all] | cut into with a sharp instrument [adj.all] | cut or impressed into a surface [adj.all],"an incised design | engraved invitations | ""an incised design"" | ""engraved invitations""","engraved, etched, graven, inscribed"
incisive,adjective,having or demonstrating ability to recognize or draw fine distinctions [adj.all] | suitable for cutting or piercing [adj.all],an acute observer of politics and politicians | incisive comments | icy knifelike reasoning | as sharp and incisive as the stroke of a fang | penetrating insight,"acute, discriminating, keen, knifelike, penetrating, penetrative, piercing, sharp"
incitive,adjective,arousing to action or rebellion [adj.all],,"incendiary, inflammatory, instigative, rabble-rousing, seditious"
inclement,adjective,(of weather or climate) severe [adj.all] | used of persons or behavior [adj.all],"the harsh sentence of an inclement judge | showing no clemency or mercy | ""the harsh sentence of an inclement judge""",
inclined,adjective,"(often followed by `to') having a preference, disposition, or tendency [adj.all] | at an angle to the horizontal or vertical position [adj.all] | having made preparations [adj.all]","wasn't inclined to believe the excuse | inclined to be moody | ""wasn't inclined to believe the excuse"" | ""inclined to be moody"" | an inclined plane","inclined(p), disposed(p), fain, prepared"
included,adjective,enclosed in the same envelope or package [adj.all],"the included check | ""the included check""",
inclusive,adjective,including much or everything [adj.all],an inclusive art form | an inclusive fee | his concept of history is modern and inclusive | from Monday to Friday inclusive | and especially including stated limits,
incognito,adjective,with your identity concealed [adj.all],,incognito(p)
incognizable,adjective,incapable of being perceived or known [adj.all],,incognoscible
incognizant,adjective,(often followed by `of') not aware [adj.all],"seemed unaware of the scrutiny | unaware of the danger they were in | unaware of the newborn hope | the most unaware person I've known | ""seemed unaware of the scrutiny""",unaware
incognoscible,adjective,incapable of being perceived or known [adj.all],,incognizable
incoherent,adjective,without logical or meaningful connection [adj.all] | (physics) of waves having no stable definite or stable phase relation [adj.all] | unable to express yourself clearly or fluently [adj.all],"a turgid incoherent presentation | ""a turgid incoherent presentation"" | felt tongue-tied with embarrassment | incoherent with grief | ""felt tongue-tied with embarrassment""",tongue-tied
incombustible,adjective,not capable of igniting and burning [adj.all],,noncombustible
incoming,adjective,arriving at a place or position [adj.all] | entering upon a position of office vacated by another [adj.all],"incoming class | incoming mail | ""incoming class"" | ""incoming mail"" | the incoming president",
incommensurable,adjective,impossible to measure or compare in value or size or excellence [adj.all] | not having a common factor [adj.all],,
incommensurate,adjective,not corresponding in size or degree or extent [adj.all],"a reward incommensurate with his effort | ""a reward incommensurate with his effort""",
incommodious,adjective,uncomfortably or inconveniently small [adj.all],"incommodious hotel accommodations | ""incommodious hotel accommodations""",
incommunicado,adjective,without the means or right to communicate [adj.all],"a prisoner held incommunicado | incommunicado political detainees | ""a prisoner held incommunicado"" | ""incommunicado political detainees""",
incommunicative,adjective,not inclined to talk or give information or express opinions [adj.all],,uncommunicative
incommutable,adjective,not subject to alteration or change [adj.all] | not interchangeable or able to substitute one for another [adj.all],"a rare incommutable skill | ""a rare incommutable skill""",
incomparable,adjective,such that comparison is impossible [adj.all],"an incomparable week of rest and pleasure | the computer proceeds with its incomparable logic and efficiency | this report is incomparable with the earlier ones because of different breakdowns of the data | unsuitable for comparison or lacking features that can be compared | ""an incomparable week of rest and pleasure""",uncomparable
incompatible,adjective,not compatible [adj.all] | used especially of drugs or muscles that counteract or neutralize each other's effect [adj.all] | not suitable to your tastes or needs [adj.all] | incapable of being used with or connected to other devices or components without modification [adj.all] | of words so related that one contrasts with the other [adj.all] | not easy to combine harmoniously [adj.all] | not compatible with other facts [adj.all] | not in keeping with what is correct or proper [adj.all] | used especially of solids or solutions [adj.all],"incompatible personalities | incompatible colors | ""incompatible personalities"" | ""incompatible colors"" | the uncongenial roommates were always fighting","antagonistic, uncongenial, contrastive, ill-sorted, mismated, unsuited, discrepant, inappropriate, out or keeping(p), unfitting"
incompetent,adjective,legally not qualified or sufficient [adj.all] | not qualified or suited for a purpose [adj.all] | showing lack of skill or aptitude [adj.all] | not doing a good job [adj.all] | not meeting requirements [adj.all],"a wife is usually considered unqualified to testify against her husband | incompetent witnesses | ""a wife is usually considered unqualified to testify against her husband"" | ""incompetent witnesses"" | an incompetent secret service","unqualified, bungling, clumsy, fumbling, unskilled, incapable, unequal to(p)"
incomplete,adjective,not complete or total [adj.all] | not yet finished [adj.all],"an incomplete account of his life | political consequences of incomplete military success | an incomplete forward pass | not completed | ""an incomplete account of his life""","uncomplete, uncompleted"
incomprehensible,adjective,incapable of being explained or accounted for [adj.all] | difficult to understand [adj.all],"inexplicable errors | left the house at three in the morning for inexplicable reasons | ""inexplicable errors"" | ""left the house at three in the morning for inexplicable reasons"" | the most incomprehensible thing about the universe is that it is comprehensible","inexplicable, uncomprehensible"
incomprehensive,adjective,not comprehensive [adj.all],,noncomprehensive
